Image_Array,Label
[0.05098039 0.05098039 0.05098039 ... 0.00784314 0.00784314 0.00784314],1
[0.1882353  0.1882353  0.1882353  ... 0.04705882 0.04705882 0.04705882],1
[0.19607843 0.19607843 0.19607843 ... 0.00392157 0.00392157 0.00392157],1
[0.11372549 0.11372549 0.11372549 ... 0.         0.         0.        ],1
[0.07450981 0.07450981 0.07450981 ... 0.04313726 0.04313726 0.04313726],1
[0.05098039 0.05098039 0.05098039 ... 0.03921569 0.03921569 0.03921569],1
[0.01568628 0.01568628 0.01568628 ... 0.         0.         0.        ],1
[0.         0.         0.         ... 0.07843138 0.07843138 0.07843138],1
[0.1882353  0.1882353  0.1882353  ... 0.02352941 0.02352941 0.02352941],1
[0. 0. 0. ... 0. 0. 0.],1
[0.03921569 0.03921569 0.03921569 ... 0.08235294 0.08235294 0.08235294],1
[0.         0.         0.         ... 0.05098039 0.05098039 0.05098039],1
[0.08627451 0.08627451 0.08627451 ... 0.00784314 0.00784314 0.00784314],1
[0.3019608 0.3019608 0.3019608 ... 0.        0.        0.       ],1
[0.12156863 0.12156863 0.12156863 ... 0.05098039 0.05098039 0.05098039],1
[0.17254902 0.17254902 0.17254902 ... 0.27058825 0.27058825 0.27058825],1
[0.40784314 0.40784314 0.40784314 ... 0.         0.         0.        ],1
[0.03137255 0.03137255 0.03137255 ... 0.07058824 0.07058824 0.07058824],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.00784314 0.00784314 0.00784314 ... 1.         1.         1.        ],1
[0.19215687 0.19215687 0.19215687 ... 0.07058824 0.07058824 0.07058824],1
[0.8235294  0.8235294  0.8235294  ... 0.09019608 0.09019608 0.09019608],1
[0.7882353  0.7882353  0.7882353  ... 0.07450981 0.07450981 0.07450981],1
[0.39607844 0.39607844 0.39607844 ... 0.01568628 0.01568628 0.01568628],1
[0.6313726  0.6313726  0.6313726  ... 0.10980392 0.10980392 0.10980392],1
[0.08235294 0.08235294 0.08235294 ... 0.         0.         0.        ],1
[0.27058825 0.27058825 0.27058825 ... 0.04313726 0.04313726 0.04313726],1
[0.04705882 0.04705882 0.04705882 ... 1.         1.         1.        ],1
[0.25882354 0.25882354 0.25882354 ... 0.09803922 0.09803922 0.09803922],1
[0.7607843 0.7607843 0.7607843 ... 0.8392157 0.8392157 0.8392157],1
[0.03529412 0.03529412 0.03529412 ... 0.         0.         0.        ],1
[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ],1
[0.12941177 0.12941177 0.12941177 ... 0.         0.         0.        ],1
[0.10588235 0.10588235 0.10588235 ... 0.1764706  0.1764706  0.1764706 ],1
[0.42352942 0.42352942 0.42352942 ... 0.         0.         0.        ],1
[0.8117647  0.8117647  0.8117647  ... 0.12941177 0.12941177 0.12941177],1
[0.05882353 0.05882353 0.05882353 ... 0.02745098 0.02745098 0.02745098],1
[0.75686276 0.75686276 0.75686276 ... 0.07058824 0.07058824 0.07058824],1
[0.6        0.6        0.6        ... 0.00784314 0.00784314 0.00784314],1
[0.22745098 0.22745098 0.22745098 ... 0.10980392 0.10980392 0.10980392],1
[0.70980394 0.70980394 0.70980394 ... 0.09803922 0.09803922 0.09803922],1
[0.2509804  0.2509804  0.2509804  ... 0.14901961 0.14901961 0.14901961],1
[0.6666667  0.6666667  0.6666667  ... 0.12156863 0.12156863 0.12156863],1
[0.0627451  0.0627451  0.0627451  ... 0.09411765 0.09411765 0.09411765],1
[0.11764706 0.11764706 0.11764706 ... 0.03529412 0.03529412 0.03529412],1
[0.6666667 0.6666667 0.6666667 ... 0.1254902 0.1254902 0.1254902],1
[0.3372549  0.3372549  0.3372549  ... 0.06666667 0.06666667 0.06666667],1
[0.17254902 0.17254902 0.17254902 ... 0.08627451 0.08627451 0.08627451],1
[0.15686275 0.15686275 0.15686275 ... 0.11764706 0.11764706 0.11764706],1
[0.79607844 0.79607844 0.79607844 ... 0.07058824 0.07058824 0.07058824],1
[0.04705882 0.04705882 0.04705882 ... 0.15686275 0.15686275 0.15686275],1
[0.8745098 0.8745098 0.8745098 ... 0.7529412 0.7529412 0.7529412],1
[0.05882353 0.05882353 0.05882353 ... 0.07450981 0.07450981 0.07450981],1
[0.19215687 0.19215687 0.19215687 ... 0.01176471 0.01176471 0.01176471],1
[0.10196079 0.10196079 0.10196079 ... 0.07450981 0.07450981 0.07450981],1
[0.8        0.8        0.8        ... 0.81960785 0.81960785 0.81960785],1
[0.22352941 0.22352941 0.22352941 ... 0.08235294 0.08235294 0.08235294],1
[0.6156863  0.6156863  0.6156863  ... 0.00784314 0.00784314 0.00784314],1
[0.35686275 0.35686275 0.35686275 ... 0.8235294  0.8235294  0.8235294 ],1
[0.1764706  0.1764706  0.1764706  ... 0.04705882 0.04705882 0.04705882],1
[0.28627452 0.28627452 0.28627452 ... 0.08235294 0.08235294 0.08235294],1
[0.3647059  0.3647059  0.3647059  ... 0.07058824 0.07058824 0.07058824],1
[0.01176471 0.01176471 0.01176471 ... 0.10196079 0.10196079 0.10196079],1
[0.15294118 0.15294118 0.15294118 ... 0.06666667 0.06666667 0.06666667],1
[0.18431373 0.18431373 0.18431373 ... 0.09411765 0.09411765 0.09411765],1
[0.08235294 0.08235294 0.08235294 ... 0.10196079 0.10196079 0.10196079],1
[0.14117648 0.14117648 0.14117648 ... 0.14117648 0.14117648 0.14117648],1
[0.75686276 0.75686276 0.75686276 ... 0.10196079 0.10196079 0.10196079],1
[0.27058825 0.27058825 0.27058825 ... 0.09411765 0.09411765 0.09411765],1
[0.6431373  0.6431373  0.6431373  ... 0.15686275 0.15686275 0.15686275],1
[0.15686275 0.15686275 0.15686275 ... 0.6039216  0.6039216  0.6039216 ],1
[0.12156863 0.12156863 0.12156863 ... 0.07450981 0.07450981 0.07450981],1
[0.33333334 0.33333334 0.33333334 ... 0.         0.         0.        ],1
[0.2        0.2        0.2        ... 0.10196079 0.10196079 0.10196079],1
[0.24313726 0.24313726 0.24313726 ... 0.11372549 0.11372549 0.11372549],1
[0.3137255  0.3137255  0.3137255  ... 0.07058824 0.07058824 0.07058824],1
[0.27450982 0.27450982 0.27450982 ... 0.         0.         0.        ],1
[0.21568628 0.21568628 0.21568628 ... 0.10196079 0.10196079 0.10196079],1
[0.20784314 0.20784314 0.20784314 ... 0.         0.         0.        ],1
[0.5803922  0.5803922  0.5803922  ... 0.09803922 0.09803922 0.09803922],1
[0.61960787 0.61960787 0.61960787 ... 0.06666667 0.06666667 0.06666667],1
[0.27450982 0.27450982 0.27450982 ... 0.12941177 0.12941177 0.12941177],1
[0.8        0.8        0.8        ... 0.08235294 0.08235294 0.08235294],1
[0.5803922  0.5803922  0.5803922  ... 0.14901961 0.14901961 0.14901961],1
[0.14901961 0.14901961 0.14901961 ... 0.10196079 0.10196079 0.10196079],1
[0.3137255  0.3137255  0.3137255  ... 0.08235294 0.08235294 0.08235294],1
[0. 0. 0. ... 0. 0. 0.],1
[0.1882353 0.1882353 0.1882353 ... 0.        0.        0.       ],1
[0.0627451 0.0627451 0.0627451 ... 0.0627451 0.0627451 0.0627451],1
[0.2        0.2        0.2        ... 0.08235294 0.08235294 0.08235294],1
[0.18431373 0.18431373 0.18431373 ... 0.07843138 0.07843138 0.07843138],1
[0.8156863  0.8156863  0.8156863  ... 0.07843138 0.07843138 0.07843138],1
[0.46666667 0.46666667 0.46666667 ... 0.11764706 0.11764706 0.11764706],1
[0.6666667  0.6666667  0.6666667  ... 0.03529412 0.03529412 0.03529412],1
[0.21568628 0.21568628 0.21568628 ... 0.10196079 0.10196079 0.10196079],1
[0.8117647  0.8117647  0.8117647  ... 0.09019608 0.09019608 0.09019608],1
[0.12156863 0.12156863 0.12156863 ... 0.02352941 0.02352941 0.02352941],1
[0.02352941 0.02352941 0.02352941 ... 0.01960784 0.01960784 0.01960784],1
[0.8352941  0.8352941  0.8352941  ... 0.03529412 0.03529412 0.03529412],1
[0.67058825 0.67058825 0.67058825 ... 0.05882353 0.05882353 0.05882353],1
[0.8156863 0.8156863 0.8156863 ... 0.5411765 0.5411765 0.5411765],1
[0.8156863 0.8156863 0.8156863 ... 0.5411765 0.5411765 0.5411765],1
[0.8156863 0.8156863 0.8156863 ... 0.5411765 0.5411765 0.5411765],1
[0.63529414 0.63529414 0.63529414 ... 0.20392157 0.20392157 0.20392157],1
[0.02352941 0.02352941 0.02352941 ... 0.07058824 0.07058824 0.07058824],1
[0.19215687 0.19215687 0.19215687 ... 1.         1.         1.        ],1
[0.78039217 0.78039217 0.78039217 ... 0.10588235 0.10588235 0.10588235],1
[0.53333336 0.53333336 0.53333336 ... 0.         0.         0.        ],1
[0.00784314 0.00784314 0.00784314 ... 0.         0.         0.        ],1
[0.03137255 0.03137255 0.03137255 ... 0.08235294 0.08235294 0.08235294],1
[0.7019608  0.7019608  0.7019608  ... 0.01568628 0.01568628 0.01568628],1
[0.60784316 0.60784316 0.60784316 ... 0.12156863 0.12156863 0.12156863],1
[0.1764706 0.1764706 0.1764706 ... 0.        0.        0.       ],1
[0.6745098  0.6745098  0.6745098  ... 0.10588235 0.10588235 0.10588235],1
[0.16862746 0.16862746 0.16862746 ... 0.05490196 0.05490196 0.05490196],1
[0.83137256 0.83137256 0.83137256 ... 0.10588235 0.10588235 0.10588235],1
[0.7921569  0.7921569  0.7921569  ... 0.09019608 0.09019608 0.09019608],1
[0.6862745  0.6862745  0.6862745  ... 0.08235294 0.08235294 0.08235294],1
[0.69411767 0.69411767 0.69411767 ... 0.1254902  0.1254902  0.1254902 ],1
[0.35686275 0.35686275 0.35686275 ... 0.03921569 0.03921569 0.03921569],1
[0.34509805 0.34509805 0.34509805 ... 0.1882353  0.1882353  0.1882353 ],1
[0.06666667 0.06666667 0.06666667 ... 0.         0.         0.        ],1
[0.0627451  0.0627451  0.0627451  ... 0.06666667 0.06666667 0.06666667],1
[0.16078432 0.16078432 0.16078432 ... 0.0627451  0.0627451  0.0627451 ],1
[0.17254902 0.17254902 0.17254902 ... 0.3529412  0.3529412  0.3529412 ],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.32941177 0.32941177 0.32941177 ... 0.16862746 0.16862746 0.16862746],1
[0.24705882 0.24705882 0.24705882 ... 0.         0.         0.        ],1
[0.22745098 0.22745098 0.22745098 ... 0.28235295 0.28235295 0.28235295],1
[0.07450981 0.07450981 0.07450981 ... 0.03137255 0.03137255 0.03137255],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.73333335 0.73333335 0.73333335 ... 0.08627451 0.08627451 0.08627451],1
[0.61960787 0.61960787 0.61960787 ... 0.09411765 0.09411765 0.09411765],1
[0.84313726 0.84313726 0.84313726 ... 0.13725491 0.13725491 0.13725491],1
[0.84313726 0.84313726 0.84313726 ... 0.13725491 0.13725491 0.13725491],1
[0.8039216  0.8039216  0.8039216  ... 0.09019608 0.09019608 0.09019608],1
[0.07843138 0.07843138 0.07843138 ... 0.0627451  0.0627451  0.0627451 ],1
[0.12941177 0.12941177 0.12941177 ... 0.01960784 0.01960784 0.01960784],1
[0. 0. 0. ... 0. 0. 0.],1
[0.2509804  0.2509804  0.2509804  ... 0.03921569 0.03921569 0.03921569],1
[0. 0. 0. ... 0. 0. 0.],1
[0.01960784 0.01960784 0.01960784 ... 0.         0.         0.        ],1
[0.24313726 0.24313726 0.24313726 ... 0.03921569 0.03921569 0.03921569],1
[0.24313726 0.24313726 0.24313726 ... 0.03921569 0.03921569 0.03921569],1
[0.69411767 0.69411767 0.69411767 ... 0.09803922 0.09803922 0.09803922],1
[0.24313726 0.24313726 0.24313726 ... 0.6745098  0.6745098  0.6745098 ],1
[0.3882353  0.3882353  0.3882353  ... 0.11372549 0.11372549 0.11372549],1
[0.14901961 0.14901961 0.14901961 ... 0.10588235 0.10588235 0.10588235],1
[0.16078432 0.16078432 0.16078432 ... 0.07058824 0.07058824 0.07058824],1
[0.79607844 0.79607844 0.79607844 ... 0.6313726  0.6313726  0.6313726 ],1
[0.24313726 0.24313726 0.24313726 ... 0.07058824 0.07058824 0.07058824],1
[0.3529412  0.3529412  0.3529412  ... 0.09411765 0.09411765 0.09411765],1
[0.72156864 0.72156864 0.72156864 ... 0.08235294 0.08235294 0.08235294],1
[0.09411765 0.09411765 0.09411765 ... 0.         0.         0.        ],1
[0.08627451 0.08627451 0.08627451 ... 0.08235294 0.08235294 0.08235294],1
[0.15294118 0.15294118 0.15294118 ... 0.10980392 0.10980392 0.10980392],1
[0.25490198 0.25490198 0.25490198 ... 0.         0.         0.        ],1
[0.23921569 0.23921569 0.23921569 ... 0.         0.         0.        ],1
[0.07058824 0.07058824 0.07058824 ... 0.         0.         0.        ],1
[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.67058825 0.67058825 0.67058825 ... 0.14509805 0.14509805 0.14509805],1
[0.8235294  0.8235294  0.8235294  ... 0.05098039 0.05098039 0.05098039],1
[0.07058824 0.07058824 0.07058824 ... 0.08235294 0.08235294 0.08235294],1
[0.13725491 0.13725491 0.13725491 ... 0.05882353 0.05882353 0.05882353],1
[0.49411765 0.49411765 0.49411765 ... 0.03921569 0.03921569 0.03921569],1
[0.6156863  0.6156863  0.6156863  ... 0.11372549 0.11372549 0.11372549],1
[0.8117647  0.8117647  0.8117647  ... 0.01568628 0.01568628 0.01568628],1
[0.05098039 0.05098039 0.05098039 ... 0.01960784 0.01960784 0.01960784],1
[0.0627451  0.0627451  0.0627451  ... 0.09411765 0.09411765 0.09411765],1
[0.7882353 0.7882353 0.7882353 ... 0.1764706 0.1764706 0.1764706],1
[0.47843137 0.47843137 0.47843137 ... 0.         0.         0.        ],1
[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314],1
[0. 0. 0. ... 0. 0. 0.],1
[0.19607843 0.19607843 0.19607843 ... 0.05882353 0.05882353 0.05882353],1
[0.19607843 0.19607843 0.19607843 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.09019608 0.09019608 0.09019608 ... 0.06666667 0.06666667 0.06666667],1
[0.18431373 0.18431373 0.18431373 ... 0.17254902 0.17254902 0.17254902],1
[0. 0. 0. ... 0. 0. 0.],1
[0.627451   0.627451   0.627451   ... 0.02352941 0.02352941 0.02352941],1
[0. 0. 0. ... 0. 0. 0.],1
[0.06666667 0.06666667 0.06666667 ... 0.09411765 0.09411765 0.09411765],1
[0.08627451 0.08627451 0.08627451 ... 0.         0.         0.        ],1
[0.04313726 0.04313726 0.04313726 ... 0.         0.         0.        ],1
[0.70980394 0.70980394 0.70980394 ... 0.09803922 0.09803922 0.09803922],1
[0.13725491 0.13725491 0.13725491 ... 0.5568628  0.5568628  0.5568628 ],1
[0.13333334 0.13333334 0.13333334 ... 0.8117647  0.8117647  0.8117647 ],1
[0.5647059  0.5647059  0.5647059  ... 0.04313726 0.04313726 0.04313726],1
[0.05098039 0.05098039 0.05098039 ... 0.         0.         0.        ],1
[0.25490198 0.25490198 0.25490198 ... 0.1254902  0.1254902  0.1254902 ],1
[0.15686275 0.15686275 0.15686275 ... 0.21176471 0.21176471 0.21176471],1
[0.07450981 0.07450981 0.07450981 ... 0.09019608 0.09019608 0.09019608],1
[0.7921569 0.7921569 0.7921569 ... 0.0627451 0.0627451 0.0627451],1
[0.3647059  0.3647059  0.3647059  ... 0.12941177 0.12941177 0.12941177],1
[0.11372549 0.11372549 0.11372549 ... 0.03137255 0.03137255 0.03137255],1
[0.11764706 0.11764706 0.11764706 ... 0.11764706 0.11764706 0.11764706],1
[0.39215687 0.39215687 0.39215687 ... 0.07843138 0.07843138 0.07843138],1
[0.70980394 0.70980394 0.70980394 ... 0.03137255 0.03137255 0.03137255],1
[0.24313726 0.24313726 0.24313726 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.1254902  0.1254902  0.1254902  ... 0.07843138 0.07843138 0.07843138],1
[0.22745098 0.22745098 0.22745098 ... 0.08235294 0.08235294 0.08235294],1
[0. 0. 0. ... 0. 0. 0.],1
[0.01176471 0.01176471 0.01176471 ... 0.24705882 0.24705882 0.24705882],1
[0.15686275 0.15686275 0.15686275 ... 0.16862746 0.16862746 0.16862746],1
[0.34901962 0.34901962 0.34901962 ... 0.07450981 0.07450981 0.07450981],1
[0.13725491 0.13725491 0.13725491 ... 0.1764706  0.1764706  0.1764706 ],1
[0.2784314 0.2784314 0.2784314 ... 0.        0.        0.       ],1
[0.00784314 0.00784314 0.00784314 ... 0.00392157 0.00392157 0.00392157],1
[0.2627451 0.2627451 0.2627451 ... 0.        0.        0.       ],1
[0.07058824 0.07058824 0.07058824 ... 0.08235294 0.08235294 0.08235294],1
[0.7411765  0.7411765  0.7411765  ... 0.16470589 0.16470589 0.16470589],1
[0.60784316 0.60784316 0.60784316 ... 0.00392157 0.00392157 0.00392157],1
[0.20392157 0.20392157 0.20392157 ... 0.9764706  0.9764706  0.9764706 ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.74509805 0.74509805 0.74509805 ... 0.10980392 0.10980392 0.10980392],1
[0.08235294 0.08235294 0.08235294 ... 0.07843138 0.07843138 0.07843138],1
[0. 0. 0. ... 0. 0. 0.],1
[0.08627451 0.08627451 0.08627451 ... 0.         0.         0.        ],1
[0.1882353 0.1882353 0.1882353 ... 0.        0.        0.       ],1
[0.15686275 0.15686275 0.15686275 ... 0.03529412 0.03529412 0.03529412],1
[0.17254902 0.17254902 0.17254902 ... 0.09019608 0.09019608 0.09019608],1
[0.2        0.2        0.2        ... 0.11764706 0.11764706 0.11764706],1
[0.1764706  0.1764706  0.1764706  ... 0.08627451 0.08627451 0.08627451],1
[0.5803922  0.5803922  0.5803922  ... 0.05882353 0.05882353 0.05882353],1
[0.1882353  0.1882353  0.1882353  ... 0.32941177 0.32941177 0.32941177],1
[0.50980395 0.50980395 0.50980395 ... 0.11372549 0.11372549 0.11372549],1
[0.34509805 0.34509805 0.34509805 ... 0.61960787 0.61960787 0.61960787],1
[0.3137255  0.3137255  0.3137255  ... 0.07843138 0.07843138 0.07843138],1
[0.2509804  0.2509804  0.2509804  ... 0.09411765 0.09411765 0.09411765],1
[0.36862746 0.36862746 0.36862746 ... 0.01176471 0.01176471 0.01176471],1
[0.3647059  0.3647059  0.3647059  ... 0.15294118 0.15294118 0.15294118],1
[0.10980392 0.10980392 0.10980392 ... 0.         0.         0.        ],1
[0.09019608 0.09019608 0.09019608 ... 0.         0.         0.        ],1
[0.89411765 0.89411765 0.89411765 ... 0.11372549 0.11372549 0.11372549],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.1764706  0.1764706  0.1764706  ... 0.22352941 0.22352941 0.22352941],1
[0.6156863 0.6156863 0.6156863 ... 0.        0.        0.       ],1
[0.76862746 0.76862746 0.76862746 ... 0.09411765 0.09411765 0.09411765],1
[0.        0.        0.        ... 0.0627451 0.0627451 0.0627451],1
[0.83137256 0.83137256 0.83137256 ... 0.08627451 0.08627451 0.08627451],1
[0.06666667 0.06666667 0.06666667 ... 0.         0.         0.        ],1
[0.12156863 0.12156863 0.12156863 ... 0.5411765  0.5411765  0.5411765 ],1
[0.10980392 0.10980392 0.10980392 ... 0.1254902  0.1254902  0.1254902 ],1
[0.23921569 0.23921569 0.23921569 ... 0.14117648 0.14117648 0.14117648],1
[0.01568628 0.01568628 0.01568628 ... 0.0627451  0.0627451  0.0627451 ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.31764707 0.31764707 0.31764707 ... 0.05882353 0.05882353 0.05882353],1
[0.10588235 0.10588235 0.10588235 ... 0.08235294 0.08235294 0.08235294],1
[0.14509805 0.14509805 0.14509805 ... 0.05490196 0.05490196 0.05490196],1
[0.05490196 0.05490196 0.05490196 ... 0.05490196 0.05490196 0.05490196],1
[0.14509805 0.14509805 0.14509805 ... 0.14509805 0.14509805 0.14509805],1
[0.6        0.6        0.6        ... 0.16862746 0.16862746 0.16862746],1
[0.07450981 0.07450981 0.07450981 ... 0.13333334 0.13333334 0.13333334],1
[0.2901961 0.2901961 0.2901961 ... 0.        0.        0.       ],1
[0.21960784 0.21960784 0.21960784 ... 0.07058824 0.07058824 0.07058824],1
[0.11764706 0.11764706 0.11764706 ... 0.25882354 0.25882354 0.25882354],1
[0.69411767 0.69411767 0.69411767 ... 0.09019608 0.09019608 0.09019608],1
[0.11372549 0.11372549 0.11372549 ... 0.76862746 0.76862746 0.76862746],1
[0.4392157  0.4392157  0.4392157  ... 0.03921569 0.03921569 0.03921569],1
[0.15686275 0.15686275 0.15686275 ... 0.14901961 0.14901961 0.14901961],1
[0.79607844 0.79607844 0.79607844 ... 0.07450981 0.07450981 0.07450981],1
[0.06666667 0.06666667 0.06666667 ... 0.0627451  0.0627451  0.0627451 ],1
[0.37254903 0.37254903 0.37254903 ... 0.07450981 0.07450981 0.07450981],1
[0.20392157 0.20392157 0.20392157 ... 0.         0.         0.        ],1
[0.40784314 0.40784314 0.40784314 ... 0.         0.         0.        ],1
[0.10588235 0.10588235 0.10588235 ... 0.02745098 0.02745098 0.02745098],1
[0.07843138 0.07843138 0.07843138 ... 0.13725491 0.13725491 0.13725491],1
[0.20784314 0.20784314 0.20784314 ... 0.09803922 0.09803922 0.09803922],1
[0.58431375 0.58431375 0.58431375 ... 0.         0.         0.        ],1
[0.24313726 0.24313726 0.24313726 ... 0.         0.         0.        ],1
[0.10588235 0.10588235 0.10588235 ... 0.09019608 0.09019608 0.09019608],1
[0.10196079 0.10196079 0.10196079 ... 0.99607843 0.99607843 0.99607843],1
[0.61960787 0.61960787 0.61960787 ... 0.76862746 0.76862746 0.76862746],1
[0.16862746 0.16862746 0.16862746 ... 0.08627451 0.08627451 0.08627451],1
[0.01568628 0.01568628 0.01568628 ... 1.         1.         1.        ],1
[0.8117647  0.8117647  0.8117647  ... 0.11764706 0.11764706 0.11764706],1
[0.47843137 0.47843137 0.47843137 ... 0.07058824 0.07058824 0.07058824],1
[0.3019608  0.3019608  0.3019608  ... 0.27450982 0.27450982 0.27450982],1
[0.7882353  0.7882353  0.7882353  ... 0.27450982 0.27450982 0.27450982],1
[0.627451   0.627451   0.627451   ... 0.40392157 0.40392157 0.40392157],1
[0. 0. 0. ... 0. 0. 0.],1
[0.09411765 0.09411765 0.09411765 ... 0.09803922 0.09803922 0.09803922],1
[0.18039216 0.18039216 0.18039216 ... 0.04313726 0.04313726 0.04313726],1
[0.3529412  0.3529412  0.3529412  ... 0.52156866 0.52156866 0.52156866],1
[0.17254902 0.17254902 0.17254902 ... 0.08627451 0.08627451 0.08627451],1
[0.7764706  0.7764706  0.7764706  ... 0.11764706 0.11764706 0.11764706],1
[0.14117648 0.14117648 0.14117648 ... 0.         0.         0.        ],1
[0.1764706  0.1764706  0.1764706  ... 0.14509805 0.14509805 0.14509805],1
[0.21176471 0.21176471 0.21176471 ... 0.12941177 0.12941177 0.12941177],1
[0.8156863  0.8156863  0.8156863  ... 0.05882353 0.05882353 0.05882353],1
[0.7529412  0.7529412  0.7529412  ... 0.11764706 0.11764706 0.11764706],1
[0.14117648 0.14117648 0.14117648 ... 0.07843138 0.07843138 0.07843138],1
[0.05882353 0.05882353 0.05882353 ... 0.10980392 0.10980392 0.10980392],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.44705883 0.44705883 0.44705883 ... 0.         0.         0.        ],1
[0.10196079 0.10196079 0.10196079 ... 0.12156863 0.12156863 0.12156863],1
[0.12156863 0.12156863 0.12156863 ... 0.09019608 0.09019608 0.09019608],1
[0.83137256 0.83137256 0.83137256 ... 0.7607843  0.7607843  0.7607843 ],1
[0.09411765 0.09411765 0.09411765 ... 0.08235294 0.08235294 0.08235294],1
[0. 0. 0. ... 0. 0. 0.],1
[0.03137255 0.03137255 0.03137255 ... 0.02745098 0.02745098 0.02745098],1
[0.41568628 0.41568628 0.41568628 ... 0.         0.         0.        ],1
[0.14509805 0.14509805 0.14509805 ... 0.12941177 0.12941177 0.12941177],1
[0.10588235 0.10588235 0.10588235 ... 0.12156863 0.12156863 0.12156863],1
[0.21568628 0.21568628 0.21568628 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.14117648 0.14117648 0.14117648 ... 0.         0.         0.        ],1
[0.44313726 0.44313726 0.44313726 ... 0.         0.         0.        ],1
[0.43137255 0.43137255 0.43137255 ... 0.2627451  0.2627451  0.2627451 ],1
[0.25490198 0.25490198 0.25490198 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.15294118 0.15294118 0.15294118 ... 0.07450981 0.07450981 0.07450981],1
[0.29411766 0.29411766 0.29411766 ... 0.10588235 0.10588235 0.10588235],1
[0.13725491 0.13725491 0.13725491 ... 0.07058824 0.07058824 0.07058824],1
[0.00392157 0.00392157 0.00392157 ... 0.03137255 0.03137255 0.03137255],1
[0.21960784 0.21960784 0.21960784 ... 0.         0.         0.        ],1
[0.03529412 0.03529412 0.03529412 ... 0.         0.         0.        ],1
[0.32941177 0.32941177 0.32941177 ... 0.01176471 0.01176471 0.01176471],1
[0.1764706  0.1764706  0.1764706  ... 0.07450981 0.07450981 0.07450981],1
[0.1764706 0.1764706 0.1764706 ... 0.        0.        0.       ],1
[0.         0.         0.         ... 0.01176471 0.01176471 0.01176471],1
[0.8        0.8        0.8        ... 0.03529412 0.03529412 0.03529412],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.7411765  0.7411765  0.7411765  ... 0.11764706 0.11764706 0.11764706],1
[0.6431373 0.6431373 0.6431373 ... 0.        0.        0.       ],1
[0.34117648 0.34117648 0.34117648 ... 0.         0.         0.        ],1
[0.10980392 0.10980392 0.10980392 ... 0.         0.         0.        ],1
[0.23137255 0.23137255 0.23137255 ... 0.08627451 0.08627451 0.08627451],1
[0.18431373 0.18431373 0.18431373 ... 0.11372549 0.11372549 0.11372549],1
[0.22352941 0.22352941 0.22352941 ... 0.3019608  0.3019608  0.3019608 ],1
[0.22352941 0.22352941 0.22352941 ... 0.2784314  0.2784314  0.2784314 ],1
[0.21176471 0.21176471 0.21176471 ... 0.10196079 0.10196079 0.10196079],1
[0.1254902  0.1254902  0.1254902  ... 0.05098039 0.05098039 0.05098039],1
[0.11372549 0.11372549 0.11372549 ... 0.09019608 0.09019608 0.09019608],1
[0.45490196 0.45490196 0.45490196 ... 0.07843138 0.07843138 0.07843138],1
[0.21568628 0.21568628 0.21568628 ... 0.00392157 0.00392157 0.00392157],1
[0.3882353  0.3882353  0.3882353  ... 0.05882353 0.05882353 0.05882353],1
[0.4509804  0.4509804  0.4509804  ... 0.09411765 0.09411765 0.09411765],1
[0.23529412 0.23529412 0.23529412 ... 0.09411765 0.09411765 0.09411765],1
[0.23529412 0.23529412 0.23529412 ... 0.09411765 0.09411765 0.09411765],1
[0.14117648 0.14117648 0.14117648 ... 0.         0.         0.        ],1
[0.6666667  0.6666667  0.6666667  ... 0.03921569 0.03921569 0.03921569],1
[0.        0.        0.        ... 0.5529412 0.5529412 0.5529412],1
[0.14117648 0.14117648 0.14117648 ... 0.16862746 0.16862746 0.16862746],1
[0.19215687 0.19215687 0.19215687 ... 0.16078432 0.16078432 0.16078432],1
[0. 0. 0. ... 0. 0. 0.],1
[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ],1
[0.23137255 0.23137255 0.23137255 ... 0.16078432 0.16078432 0.16078432],1
[0.8156863  0.8156863  0.8156863  ... 0.18039216 0.18039216 0.18039216],1
[0.33333334 0.33333334 0.33333334 ... 0.         0.         0.        ],1
[0.01568628 0.01568628 0.01568628 ... 0.         0.         0.        ],1
